customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies
2480-EJWYP,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
8152-UOBNY,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7351-KYHQH,Yes,No,Yes,No,Yes,Yes,No,Yes,No
7426-WEIJX,Yes,Yes,Yes,Yes,No,No,No,No,No
3761-FLYZI,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1060-ENTOF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
0999-QXNSA,Yes,No,Yes,No,No,No,No,No,No
9365-SRSZE,Yes,No,Yes,No,No,No,No,No,No
4854-CIDCF,Yes,No,Yes,No,No,Yes,No,No,No
3280-MRDOF,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
6407-UTSLV,Yes,No,Yes,No,Yes,No,No,Yes,No
0134-XWXCE,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
2307-FYNNL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2519-LBNQL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
5663-QBGIS,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
0523-VNGTF,No,No,Yes,No,Yes,Yes,Yes,Yes,No
5692-ICXLW,Yes,Yes,Yes,No,Yes,No,No,Yes,No
7901-TBKJX,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
7622-FWGEW,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0380-NEAVX,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
1013-QCWAM,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
0336-PIKEI,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
0093-EXYQL,Yes,No,Yes,No,No,No,No,Yes,Yes
2754-SDJRD,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
4238-JSSWH,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
1089-HDMKP,Yes,No,Yes,No,Yes,No,Yes,No,No
7516-GMHUV,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
8735-SDUFN,Yes,Yes,No,No,No,No,No,No,No
7748-UMTRK,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
6128-AQBMT,No,No,Yes,No,Yes,Yes,No,Yes,Yes
7693-QPEFS,Yes,Yes,Yes,No,No,No,No,No,No
0924-BJCRC,Yes,Yes,Yes,No,Yes,No,No,No,Yes
8433-WPJTV,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5387-ASZNZ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
5248-RPYWW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0674-DGMAQ,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
8648-PFRMP,No,No,Yes,No,No,No,No,Yes,Yes
0516-QREYC,Yes,No,No,No,No,No,No,No,No
7924-GJZFI,Yes,No,Yes,No,No,No,No,No,No
8070-AAWZP,No,No,Yes,No,No,Yes,Yes,No,No
9391-DXGGG,Yes,No,Yes,No,Yes,Yes,No,No,Yes
0581-BXBUB,Yes,No,Yes,No,Yes,No,No,No,No
7636-OWBPG,No,No,Yes,No,Yes,No,No,No,No
9659-ZTWSM,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2195-VVRJF,Yes,No,Yes,Yes,No,No,No,No,Yes
2545-EBUPK,Yes,Yes,Yes,No,No,No,No,No,Yes
2172-EJXVF,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
4680-KUTAJ,Yes,Yes,Yes,Yes,No,No,No,No,No
6814-ZPWFQ,Yes,Yes,No,No,No,No,No,No,No
8707-RMEZH,Yes,No,Yes,Yes,Yes,No,No,No,Yes
9544-PYPSJ,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
2900-PHPLN,Yes,No,No,No,No,No,No,No,No
7134-HBPBS,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0650-BWOZN,Yes,No,Yes,No,Yes,No,No,No,No
9481-IEBZY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0420-HLGXF,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
6199-IWKGC,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
9522-BNTHX,No,No,Yes,No,Yes,Yes,No,Yes,Yes
8910-LEDAG,Yes,No,Yes,No,No,No,No,No,No
3452-GWUIN,Yes,Yes,Yes,No,No,No,No,Yes,Yes
6917-YACBP,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1768-HNVGJ,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
5599-HVLTW,Yes,Yes,Yes,No,No,Yes,No,No,No
9708-HPXWZ,No,No,Yes,No,No,Yes,Yes,Yes,No
0537-QYZZN,Yes,Yes,Yes,Yes,No,No,No,No,No
3340-QBBFM,Yes,No,Yes,No,No,Yes,Yes,No,No
0442-ZXKVS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0707-HOVVN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
9029-FEGVJ,Yes,Yes,Yes,No,No,Yes,No,No,No
4884-TVUQF,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
4480-QQRHC,Yes,No,Yes,No,No,Yes,No,No,No
0929-PECLO,Yes,Yes,Yes,No,No,Yes,No,No,Yes
7402-EYFXX,Yes,Yes,Yes,No,No,No,No,Yes,Yes
1986-PHGZF,Yes,Yes,Yes,Yes,Yes,No,No,No,No
5956-YHHRX,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6583-KQJLK,Yes,No,Yes,No,Yes,No,No,Yes,Yes
6139-ZZRBQ,Yes,No,No,No,No,No,No,No,No
3996-ZNWYK,Yes,No,No,No,No,No,No,No,No
5216-WASFJ,Yes,Yes,Yes,No,No,No,No,No,Yes
5304-EFJLP,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0533-UCAAU,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
2055-BFOCC,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3703-KBKZP,Yes,Yes,Yes,No,No,No,No,No,No
2197-OMWGI,No,No,Yes,No,Yes,Yes,No,Yes,Yes
8595-SIZNC,Yes,Yes,No,No,No,No,No,No,No
1261-FWTTE,No,No,Yes,No,No,No,No,No,Yes
5439-WIKXB,Yes,No,Yes,No,Yes,No,No,Yes,Yes
8777-MBMTS,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2615-YVMYX,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
5647-FXOTP,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2786-GCDPI,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
7173-TETGO,Yes,Yes,Yes,Yes,No,No,No,No,No
7856-GANIL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
8746-BFOAJ,Yes,No,No,No,No,No,No,No,No
9334-GWGOW,Yes,Yes,Yes,No,No,No,No,No,No
5327-XOKKY,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
3312-ZWLGF,Yes,Yes,Yes,No,No,No,Yes,No,No
8169-SAEJD,No,No,Yes,Yes,Yes,No,No,Yes,Yes
9112-WSNPU,Yes,No,Yes,No,No,No,No,No,No
9355-NPPFS,Yes,No,Yes,No,No,No,No,No,Yes
2931-FSOHN,Yes,No,Yes,No,Yes,No,No,Yes,No
9971-ZWPBF,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
8421-WZOOW,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
2957-JIRMN,Yes,Yes,Yes,No,No,No,No,Yes,No
5271-DBYSJ,Yes,No,Yes,No,No,No,No,No,Yes
5671-UUNXD,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
4698-KVLLG,Yes,No,No,No,No,No,No,No,No
7537-CBQUZ,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
3055-OYMSE,Yes,No,Yes,No,Yes,No,No,No,No
5553-AOINX,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
9000-PLFUZ,No,No,Yes,No,Yes,No,No,Yes,Yes
0201-MIBOL,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
8495-PRWFH,Yes,Yes,Yes,No,No,Yes,No,No,No
6458-CYIDZ,Yes,No,Yes,Yes,Yes,No,No,No,No
1932-UEDCX,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
3162-KKZXO,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
8904-OPDCK,No,No,Yes,No,No,No,No,No,No
6734-FQAJX,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
3518-FSTWG,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1763-KUAAW,Yes,No,No,No,No,No,No,No,No
6969-MVBAI,Yes,Yes,Yes,No,No,Yes,No,Yes,No
4909-JOUPP,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
6437-UDQJM,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2452-MRMZF,Yes,Yes,No,No,No,No,No,No,No
1754-GKYPY,Yes,No,Yes,No,No,No,No,Yes,Yes
6127-IYJOZ,Yes,No,Yes,No,No,No,No,No,No
7921-LMDFQ,Yes,No,Yes,No,No,Yes,No,Yes,Yes
2274-XUATA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1035-IPQPU,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2235-DWLJU,No,No,Yes,No,No,No,No,Yes,Yes
5575-GNVDE,Yes,No,Yes,Yes,No,Yes,No,No,No
6388-TABGU,Yes,No,Yes,Yes,Yes,No,No,No,No
9763-GRSKD,Yes,No,Yes,Yes,No,No,No,No,No
8091-TTVAX,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
5129-JLPIS,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
3655-SNQYZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9959-WOFKT,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
4183-MYFRB,Yes,No,Yes,No,Yes,Yes,No,No,Yes
5248-YGIJN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6572-ADKRS,Yes,No,Yes,No,No,Yes,No,No,No
9489-DEDVP,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
2954-PIBKO,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
8769-KKTPH,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
0434-CSFON,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
8627-ZYGSZ,Yes,Yes,Yes,No,Yes,No,No,No,No
2273-QCKXA,Yes,No,Yes,No,No,No,Yes,No,No
6416-JNVRK,Yes,No,Yes,No,No,No,No,No,Yes
4808-YNLEU,Yes,No,Yes,Yes,No,No,No,Yes,No
3016-KSVCP,No,No,Yes,No,No,No,No,Yes,No
9848-JQJTX,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6180-YBIQI,No,No,Yes,No,No,No,No,No,No
9750-BOOHV,No,No,Yes,Yes,No,No,No,No,No
2928-HLDBA,Yes,No,No,No,No,No,No,No,No
6497-TILVL,Yes,No,Yes,Yes,No,No,No,No,No
7219-TLZHO,Yes,No,No,No,No,No,No,No,No
3930-ZGWVE,Yes,No,No,No,No,No,No,No,No
7799-LGRDP,Yes,Yes,No,No,No,No,No,No,No
6217-KDYWC,Yes,No,No,No,No,No,No,No,No
1095-WGNGG,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
5716-EZXZN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
6440-DKQGE,Yes,No,Yes,No,Yes,Yes,No,Yes,No
9073-ZZIAY,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9167-APMXZ,Yes,Yes,Yes,No,No,No,No,Yes,No
6371-NZYEG,Yes,No,Yes,Yes,No,Yes,No,Yes,No
4482-EWFMI,Yes,No,Yes,No,No,No,No,No,No
5997-OPVFA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5524-KHNJP,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
9323-HGFWY,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
8544-GOQSH,Yes,No,Yes,No,Yes,No,Yes,No,No
7018-WBJNK,Yes,No,Yes,No,No,No,No,Yes,No
0699-NDKJM,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
9286-BHDQG,No,No,Yes,Yes,Yes,Yes,Yes,No,No
2651-ZCBXV,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1984-GPTEH,Yes,Yes,No,No,No,No,No,No,No
9903-LYSAB,Yes,Yes,Yes,No,No,No,No,No,No
9227-UAQFT,Yes,No,No,No,No,No,No,No,No
7301-ABVAD,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
3282-ZISZV,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
4111-BNXIF,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2080-SRCDE,Yes,Yes,No,No,No,No,No,No,No
3727-OWVYD,Yes,No,Yes,Yes,Yes,Yes,No,No,No
8203-XJZRC,Yes,No,No,No,No,No,No,No,No
1248-DYXUB,Yes,Yes,No,No,No,No,No,No,No
4115-BNPJY,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
1098-TDVUQ,Yes,No,No,No,No,No,No,No,No
1557-EMYVT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3973-SKMLN,Yes,No,No,No,No,No,No,No,No
8705-WZCYL,Yes,No,Yes,No,No,No,No,No,No
4983-CLMLV,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
0513-RBGPE,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
9294-TDIPC,Yes,No,No,No,No,No,No,No,No
5176-LMJXE,Yes,No,No,No,No,No,No,No,No
3583-KRKMD,Yes,No,Yes,No,No,No,Yes,No,No
7156-MXBJE,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
6583-SZVGP,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
3597-MVHJT,Yes,Yes,Yes,No,No,No,No,Yes,Yes
2977-CEBSX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9442-JTWDL,Yes,No,No,No,No,No,No,No,No
7606-BPHHN,Yes,No,No,No,No,No,No,No,No
4163-NCJAK,Yes,Yes,No,No,No,No,No,No,No
5233-AOZUF,Yes,Yes,Yes,No,No,No,No,No,No
4686-GEFRM,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5249-QYHEX,Yes,Yes,No,No,No,No,No,No,No
8111-BKVDS,No,No,Yes,Yes,Yes,Yes,No,No,No
5886-VLQVU,Yes,Yes,Yes,No,No,No,Yes,No,Yes
0732-OCQOC,Yes,Yes,No,No,No,No,No,No,No
8847-GEOOQ,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
4785-FCIFB,Yes,Yes,No,No,No,No,No,No,No
0942-KOWSM,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9094-AZPHK,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
3552-CTCYF,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6778-YSNIH,Yes,No,Yes,No,Yes,No,No,Yes,No
4374-YMUSQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7803-XOCCZ,Yes,No,Yes,Yes,No,Yes,Yes,No,No
3571-DPYUH,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
8067-NIOYM,Yes,No,No,No,No,No,No,No,No
5348-CAGXB,Yes,Yes,Yes,No,No,Yes,No,Yes,No
0621-HJWXJ,Yes,Yes,Yes,No,Yes,No,No,No,No
8905-IAZPF,Yes,No,Yes,No,Yes,No,No,Yes,Yes
6859-QNXIQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7129-AZJDE,Yes,No,Yes,No,No,No,No,No,Yes
3580-HYCSP,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1352-HNSAW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2075-PUEPR,Yes,No,No,No,No,No,No,No,No
1982-FEBTD,Yes,Yes,No,No,No,No,No,No,No
7343-EOBEU,Yes,Yes,No,No,No,No,No,No,No
3701-SFMUH,Yes,No,Yes,Yes,No,No,No,Yes,Yes
6103-LIANB,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
5756-JYOJT,Yes,No,Yes,No,No,Yes,Yes,No,Yes
8270-RKSAP,Yes,No,Yes,No,No,No,No,No,No
1423-BMPBQ,Yes,No,No,No,No,No,No,No,No
2393-DIVAI,Yes,No,No,No,No,No,No,No,No
0619-OLYUR,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2001-MCUUW,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
8207-DMRVL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5240-CAOYT,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
4851-BQDNX,Yes,No,Yes,No,No,Yes,No,Yes,No
3003-CMDUU,Yes,No,Yes,No,No,No,Yes,Yes,Yes
5016-IBERQ,Yes,Yes,Yes,No,Yes,Yes,No,No,No
9931-KGHOA,Yes,Yes,Yes,Yes,No,No,No,No,No
5845-BZZIB,Yes,No,No,No,No,No,No,No,No
1140-UKVZG,Yes,Yes,No,No,No,No,No,No,No
7838-LAZFO,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
5533-RJFTJ,No,No,Yes,No,No,Yes,No,No,No
3088-FVYWK,Yes,Yes,No,No,No,No,No,No,No
4957-TREIR,Yes,No,Yes,Yes,No,No,Yes,Yes,No
9620-QJREV,Yes,No,No,No,No,No,No,No,No
0078-XZMHT,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1525-LNLOJ,Yes,Yes,Yes,No,No,Yes,No,Yes,No
6942-LBFDP,Yes,No,No,No,No,No,No,No,No
3347-YJZZE,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
7929-DMBCV,Yes,No,Yes,No,No,Yes,Yes,No,No
4312-KFRXN,Yes,Yes,No,No,No,No,No,No,No
5575-TPIZQ,Yes,Yes,Yes,Yes,No,No,No,Yes,No
6786-OBWQR,Yes,No,Yes,No,No,No,No,Yes,No
2753-JMMCV,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1173-NOEYG,Yes,Yes,Yes,No,No,Yes,No,No,Yes
6923-JHPMP,Yes,No,Yes,Yes,No,Yes,No,No,No
9477-LGWQI,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
3115-CZMZD,Yes,No,No,No,No,No,No,No,No
0139-IVFJG,Yes,No,Yes,Yes,Yes,No,No,Yes,No
5684-FJVYR,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
5676-CFLYY,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
7521-AFHAB,Yes,No,Yes,No,No,No,No,No,No
0229-LFJAF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5726-CVNYA,Yes,No,No,No,No,No,No,No,No
5173-WXOQV,Yes,No,Yes,No,Yes,No,Yes,No,Yes
2040-OBMLJ,Yes,Yes,Yes,No,No,No,Yes,No,No
2798-NYLMZ,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
4178-EGMON,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
4220-TINQT,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5318-YKDPV,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
2672-TGEFF,Yes,Yes,Yes,No,Yes,No,No,Yes,No
0422-OHQHQ,Yes,No,No,No,No,No,No,No,No
6916-HIJSE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9778-OGKQZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6007-TCTST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2252-NKNSI,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8374-UULRV,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2732-ISEZX,Yes,No,No,No,No,No,No,No,No
1764-VUUMT,Yes,No,No,No,No,No,No,No,No
9342-VNIMQ,Yes,Yes,Yes,No,Yes,No,No,No,No
8975-SKGRX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5285-MVEHD,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
4079-WWQQQ,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6103-BOCOU,Yes,Yes,Yes,No,No,Yes,No,No,No
7471-WNSUF,Yes,Yes,No,No,No,No,No,No,No
0862-PRCBS,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
6353-BRMMA,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
8467-WYNSR,Yes,No,Yes,Yes,No,No,Yes,No,No
0851-DFJKB,Yes,No,Yes,Yes,No,Yes,Yes,No,No
5382-SOYZL,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8388-FYNPZ,Yes,No,Yes,Yes,No,Yes,No,No,No
7764-BDPEE,Yes,No,No,No,No,No,No,No,No
0604-THJFP,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
5879-SESNB,Yes,Yes,Yes,No,No,No,No,No,No
3318-ISQFQ,Yes,No,No,No,No,No,No,No,No
4883-KCPZJ,Yes,Yes,No,No,No,No,No,No,No
2545-LXYVJ,Yes,No,No,No,No,No,No,No,No
7426-RHZGU,Yes,No,Yes,No,No,No,Yes,Yes,Yes
9391-TTOYH,Yes,No,No,No,No,No,No,No,No
1767-CJKBA,Yes,Yes,No,No,No,No,No,No,No
7143-BQIBA,Yes,No,Yes,Yes,No,No,Yes,Yes,No
9646-NMHXE,Yes,No,No,No,No,No,No,No,No
7030-NJVDP,Yes,No,Yes,Yes,No,No,Yes,No,Yes
7771-ZONAT,No,No,Yes,No,No,Yes,Yes,Yes,Yes
0301-KOBTQ,Yes,No,No,No,No,No,No,No,No
5832-TRLPB,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
1338-CECEE,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
7722-CVFXN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7363-QTBIW,Yes,No,Yes,No,No,No,No,No,Yes
3312-UUMZW,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
0074-HDKDG,Yes,No,Yes,Yes,Yes,Yes,No,No,No
0098-BOWSO,Yes,No,No,No,No,No,No,No,No
6621-NRZAK,Yes,No,No,No,No,No,No,No,No
0774-IFUVM,Yes,Yes,Yes,Yes,No,No,No,Yes,No
0411-EZJZE,Yes,Yes,Yes,No,No,No,No,Yes,No
8807-ARQET,No,No,Yes,No,Yes,No,No,No,Yes
8992-CEUEN,Yes,No,No,No,No,No,No,No,No
8292-ITGYJ,Yes,Yes,No,No,No,No,No,No,No
5334-JLAXU,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
7129-ACFOG,Yes,Yes,Yes,Yes,No,No,No,No,No
9127-FHJBZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2933-XEUJM,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
8221-HVAYI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5232-NXPAY,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
8944-AILEF,Yes,No,No,No,No,No,No,No,No
9087-EYCPR,Yes,Yes,No,No,No,No,No,No,No
6791-YBNAK,No,No,Yes,No,No,No,No,No,No
4291-SHSBH,Yes,No,Yes,No,No,No,No,No,No
1299-AURJA,Yes,Yes,No,No,No,No,No,No,No
5593-SUAOO,Yes,Yes,Yes,No,Yes,Yes,No,No,No
7617-EYGLW,Yes,No,No,No,No,No,No,No,No
9992-UJOEL,Yes,No,Yes,No,Yes,No,No,No,No
4741-WWJQZ,Yes,No,Yes,Yes,No,No,Yes,No,No
6625-UTXEW,Yes,No,Yes,No,Yes,No,No,No,No
8780-IHCRN,Yes,Yes,No,No,No,No,No,No,No
4598-ZADCK,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
4821-WQOYN,Yes,No,No,No,No,No,No,No,No
9968-FFVVH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3022-BEXHZ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
6248-TKCQV,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3230-IUALN,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0114-RSRRW,Yes,No,No,No,No,No,No,No,No
2017-CCBLH,Yes,No,No,No,No,No,No,No,No
7690-KPNCU,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
7073-QETQY,Yes,No,No,No,No,No,No,No,No
6250-CGGUN,Yes,No,Yes,Yes,No,Yes,Yes,No,No
1697-BCSHV,Yes,Yes,Yes,No,Yes,No,No,Yes,No
9432-RUVSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
9089-UOWJG,Yes,No,Yes,No,No,Yes,No,Yes,No
8039-ACLPL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
9885-AIBVB,Yes,Yes,Yes,No,Yes,Yes,No,No,No
3569-EDBPQ,Yes,Yes,Yes,Yes,No,No,Yes,No,No
2373-NTKOD,Yes,No,Yes,No,No,No,No,Yes,Yes
3498-LZGQZ,Yes,No,No,No,No,No,No,No,No
7560-QRBXH,Yes,No,No,No,No,No,No,No,No
6439-LAJXL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
5777-KJIRB,Yes,No,Yes,No,No,Yes,No,No,No
7055-HNEOJ,Yes,No,Yes,No,No,Yes,Yes,No,No
8445-DNBAE,Yes,Yes,Yes,No,No,No,No,No,No
1866-OBPNR,Yes,No,Yes,No,Yes,No,No,No,No
9480-BQJEI,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
9242-TKFSV,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5035-PGZXH,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1769-GRUIK,Yes,No,Yes,No,No,No,No,No,No
6198-RTPMF,Yes,Yes,Yes,No,No,No,No,Yes,Yes
9327-QSDED,Yes,No,Yes,No,No,No,No,No,No
1656-DRSMG,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
7876-DNYAP,Yes,No,No,No,No,No,No,No,No
3794-NFNCH,Yes,No,Yes,No,No,Yes,No,No,No
5193-QLVZB,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6518-KZXCB,Yes,Yes,No,No,No,No,No,No,No
7338-ERIVA,No,No,Yes,Yes,No,No,Yes,Yes,No
8259-NFJTV,No,No,Yes,Yes,No,No,Yes,No,No
6968-GMKPR,Yes,No,Yes,No,Yes,Yes,No,No,No
5312-TSZVC,Yes,No,No,No,No,No,No,No,No
3766-EJLFL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
7321-VGNKU,Yes,No,Yes,No,No,No,No,No,No
5816-JMLGY,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2927-QRRQV,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
6265-SXWBU,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
3584-WKTTW,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
